,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,realistic_blue,blue_excel_early,blue_excel_late,blue_excel_general,TFearly,TFlate,ChampFam,participant_id
32,101,Sett,0.025955061,51,Karthus,0.012184297,21,Diana,0.021770914,73,Miss Fortune,0.060379907,142,Yuumi,0.047117178,4,0.35,0.58,0.58,FALSE,FALSE,5,35
33,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,,,,,,5,35
34,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.78,0.82,0.72,,,5,35
35,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.78,0.82,0.72,TRUE,TRUE,5,35
36,33,Garen,0.03438593,26,Evelynn,0.00980851,140,Yasuo,0.027926053,27,Ezreal,0.087241988,78,Nautilus,0.040703463,4,,,,,,5,35
37,33,Garen,0.03438593,26,Evelynn,0.00980851,140,Yasuo,0.027926053,27,Ezreal,0.087241988,78,Nautilus,0.040703463,4,0.65,0.67,0.68,,,5,35
38,33,Garen,0.03438593,26,Evelynn,0.00980851,140,Yasuo,0.027926053,27,Ezreal,0.087241988,78,Nautilus,0.040703463,4,0.65,0.67,0.68,TRUE,TRUE,5,35
39,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,35
40,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.67,0.68,0.68,,,5,35
41,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.67,0.68,0.68,TRUE,TRUE,5,35
42,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,,,,,,5,35
43,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.43,0.87,0.71,,,5,35
44,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.43,0.87,0.71,FALSE,TRUE,5,35
45,33,Garen,0.03438593,24,Ekko,0.036034711,61,LeBlanc,0.016802183,137,Xayah,0.012588344,119,Thresh,0.078762366,4,,,,,,5,35
46,33,Garen,0.03438593,24,Ekko,0.036034711,61,LeBlanc,0.016802183,137,Xayah,0.012588344,119,Thresh,0.078762366,4,0.71,0.56,0.61,,,5,35
47,33,Garen,0.03438593,24,Ekko,0.036034711,61,LeBlanc,0.016802183,137,Xayah,0.012588344,119,Thresh,0.078762366,4,0.71,0.56,0.61,TRUE,TRUE,5,35
48,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,,,,,,5,35
49,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.53,0.45,0.52,,,5,35
50,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,4,0.53,0.45,0.52,TRUE,FALSE,5,35
51,68,Malphite,0.010422354,62,Lee Sin,0.101489841,97,Rumble,0.003838187,127,Varus,0.012357191,148,Zyra,0.009091252,4,,,,,,5,35
52,68,Malphite,0.010422354,62,Lee Sin,0.101489841,97,Rumble,0.003838187,127,Varus,0.012357191,148,Zyra,0.009091252,4,0.82,0.85,0.86,,,5,35
53,68,Malphite,0.010422354,62,Lee Sin,0.101489841,97,Rumble,0.003838187,127,Varus,0.012357191,148,Zyra,0.009091252,4,0.82,0.73,0.86,TRUE,TRUE,5,35
54,16,Camille,0.007102611,62,Lee Sin,0.101489841,147,Zoe,0.012126756,15,Caitlyn,0.057982788,88,Pyke,0.033362055,4,,,,,,5,35
55,16,Camille,0.007102611,62,Lee Sin,0.101489841,147,Zoe,0.012126756,15,Caitlyn,0.057982788,88,Pyke,0.033362055,4,0.61,1,0.83,,,5,35
56,16,Camille,0.007102611,62,Lee Sin,0.101489841,147,Zoe,0.012126756,15,Caitlyn,0.057982788,88,Pyke,0.033362055,4,0.61,1,0.83,TRUE,TRUE,5,35
57,77,Nasus,0.009091252,55,Kayn,0.027134776,40,Irelia,0.006320927,15,Caitlyn,0.057982788,91,Rakan,0.013930991,4,,,,,,5,35
58,77,Nasus,0.009091252,55,Kayn,0.027134776,40,Irelia,0.006320927,15,Caitlyn,0.057982788,91,Rakan,0.013930991,4,0.52,0.58,0.58,,,5,35
59,77,Nasus,0.009091252,55,Kayn,0.027134776,40,Irelia,0.006320927,15,Caitlyn,0.057982788,91,Rakan,0.013930991,4,0.52,0.58,0.58,FALSE,FALSE,5,35
0,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,,,,,,5,36
1,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.28,0.83,0.74,,,5,36
2,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.28,0.83,0.74,FALSE,TRUE,5,36
3,33,Garen,0.03438593,95,Rengar,0.01535539,116,Talon,0.010478464,15,Caitlyn,0.057982788,42,Janna,0.022342847,4,,,,,,5,36
4,33,Garen,0.03438593,95,Rengar,0.01535539,116,Talon,0.010478464,15,Caitlyn,0.057982788,42,Janna,0.022342847,4,0.85,0.32,0.71,,,5,36
5,33,Garen,0.03438593,95,Rengar,0.01535539,116,Talon,0.010478464,15,Caitlyn,0.057982788,42,Janna,0.022342847,4,0.85,0.32,0.71,TRUE,FALSE,5,36
6,20,Darius,0.027266392,99,Sejuani,0.016076073,64,Lissandra,0.00470801,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,,,,,,5,36
7,20,Darius,0.027266392,99,Sejuani,0.016076073,64,Lissandra,0.00470801,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,0.56,0.8,0.86,,,5,36
8,20,Darius,0.027266392,99,Sejuani,0.016076073,64,Lissandra,0.00470801,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,0.3,0.8,0.86,FALSE,TRUE,5,36
9,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,,,,,,5,36
10,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,0.52,0.28,0.39,,,5,36
11,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,0.43,0.28,0.32,FALSE,FALSE,5,36
12,29,Fiora,0.016196719,102,Shaco,0.020697434,67,Lux,0.011326024,15,Caitlyn,0.057982788,111,Swain,0.008600116,4,,,,,,5,36
13,29,Fiora,0.016196719,102,Shaco,0.020697434,67,Lux,0.011326024,15,Caitlyn,0.057982788,111,Swain,0.008600116,4,0.45,0.85,0.7,,,5,36
14,29,Fiora,0.016196719,102,Shaco,0.020697434,67,Lux,0.011326024,15,Caitlyn,0.057982788,111,Swain,0.008600116,4,0.45,0.85,0.7,FALSE,TRUE,5,36
15,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,36
16,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.77,1,0.81,,,5,36
17,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.77,1,0.81,TRUE,TRUE,5,36
18,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,,,,,,5,36
19,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.22,0.87,0.53,,,5,36
20,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.22,0.87,0.53,FALSE,TRUE,5,36
21,33,Garen,0.03438593,95,Rengar,0.01535539,123,Twisted Fate,0.007313575,48,Kai'Sa,0.054491897,117,Taric,0.010031006,4,,,,,,5,36
22,33,Garen,0.03438593,95,Rengar,0.01535539,123,Twisted Fate,0.007313575,48,Kai'Sa,0.054491897,117,Taric,0.010031006,4,0.26,0.94,0.77,,,5,36
23,33,Garen,0.03438593,95,Rengar,0.01535539,123,Twisted Fate,0.007313575,48,Kai'Sa,0.054491897,117,Taric,0.010031006,4,0.26,0.94,0.77,FALSE,TRUE,5,36
24,106,Sion,0.004028892,101,Sett,0.01008676,79,Neeko,0.004954702,65,Lucian,0.040703463,91,Rakan,0.013930991,4,,,,,,5,36
25,106,Sion,0.004028892,101,Sett,0.01008676,79,Neeko,0.004954702,65,Lucian,0.040703463,91,Rakan,0.013930991,4,0.88,0.37,0.63,,,5,36
26,106,Sion,0.004028892,101,Sett,0.01008676,79,Neeko,0.004954702,65,Lucian,0.040703463,91,Rakan,0.013930991,4,0.88,0.37,0.63,TRUE,FALSE,5,36
27,77,Nasus,0.009091252,62,Lee Sin,0.101489841,132,Viktor,0.006892686,137,Xayah,0.012588344,14,Braum,0.013169314,4,,,,,,5,36
28,77,Nasus,0.009091252,62,Lee Sin,0.101489841,132,Viktor,0.006892686,137,Xayah,0.012588344,14,Braum,0.013169314,4,0.37,0.64,0.49,,,5,36
29,77,Nasus,0.009091252,62,Lee Sin,0.101489841,132,Viktor,0.006892686,137,Xayah,0.012588344,14,Braum,0.013169314,4,0.37,0.64,0.49,FALSE,TRUE,5,36
30,20,Darius,0.027266392,121,Trundle,0.01075976,6,Annie,0.003045846,7,Aphelios,0.029853671,142,Yuumi,0.047117178,4,,,,,,5,36
31,20,Darius,0.027266392,121,Trundle,0.01075976,6,Annie,0.003045846,7,Aphelios,0.029853671,142,Yuumi,0.047117178,4,0.38,0.8,0.49,,,5,36
32,20,Darius,0.027266392,121,Trundle,0.01075976,6,Annie,0.003045846,7,Aphelios,0.029853671,142,Yuumi,0.047117178,4,0.38,0.8,0.49,FALSE,TRUE,5,36
33,74,Mordekaiser,0.0227255,134,Volibear,0.004609928,21,Diana,0.021770914,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,,,,,,5,36
34,74,Mordekaiser,0.0227255,134,Volibear,0.004609928,21,Diana,0.021770914,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,0.63,1,0.88,,,5,36
35,74,Mordekaiser,0.0227255,134,Volibear,0.004609928,21,Diana,0.021770914,73,Miss Fortune,0.060379907,78,Nautilus,0.040703463,4,0.63,1,0.88,TRUE,TRUE,5,36
36,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,,,,,,5,36
37,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.51,0.8,0.74,,,5,36
38,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.38,0.9,0.74,FALSE,TRUE,5,36
39,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,,,,,,5,36
40,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.07,0.7,0.33,,,5,36
41,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.07,0.7,0.33,FALSE,TRUE,5,36
42,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,5,36
43,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.64,0.85,0.78,,,5,36
44,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.64,0.85,0.78,TRUE,TRUE,5,36
45,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,147,Zoe,0.012126756,27,Ezreal,0.087241988,1,Ahri,0.001732862,3,,,,,,5,36
46,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,147,Zoe,0.012126756,27,Ezreal,0.087241988,1,Ahri,0.001732862,3,0.49,0.49,0.49,,,5,36
47,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,147,Zoe,0.012126756,27,Ezreal,0.087241988,1,Ahri,0.001732862,3,0.49,0.49,0.49,TRUE,TRUE,5,36
48,32,Gangplank,0.007685203,86,Pantheon,0.003885718,30,Fizz,0.014878033,48,Kai'Sa,0.054491897,100,Senna,0.068278741,3,,,,,,5,36
49,32,Gangplank,0.007685203,86,Pantheon,0.003885718,30,Fizz,0.014878033,48,Kai'Sa,0.054491897,100,Senna,0.068278741,3,0.57,0.8,0.73,,,5,36
50,32,Gangplank,0.007685203,86,Pantheon,0.003885718,30,Fizz,0.014878033,48,Kai'Sa,0.054491897,100,Senna,0.068278741,3,0.57,0.8,0.73,TRUE,TRUE,5,36
51,101,Sett,0.025955061,57,Kha'Zix,0.024266763,144,Zed,0.020949202,47,Jinx,0.023751141,78,Nautilus,0.040703463,4,,,,,,5,36
52,101,Sett,0.025955061,57,Kha'Zix,0.024266763,144,Zed,0.020949202,47,Jinx,0.023751141,78,Nautilus,0.040703463,4,0.75,0.44,0.59,,,5,36
53,101,Sett,0.025955061,57,Kha'Zix,0.024266763,144,Zed,0.020949202,47,Jinx,0.023751141,78,Nautilus,0.040703463,4,0.75,0.44,0.59,TRUE,FALSE,5,36
54,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,,,,,,5,36
55,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.69,1,0.88,,,5,36
56,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.69,1,0.88,TRUE,TRUE,5,36
57,33,Garen,0.03438593,121,Trundle,0.01075976,112,Sylas,0.018578414,107,Sivir,0.007952506,66,Lulu,0.029720048,4,,,,,,5,36
58,33,Garen,0.03438593,121,Trundle,0.01075976,112,Sylas,0.018578414,107,Sivir,0.007952506,66,Lulu,0.029720048,4,0.21,0.59,0.43,,,5,36
59,33,Garen,0.03438593,121,Trundle,0.01075976,112,Sylas,0.018578414,107,Sivir,0.007952506,66,Lulu,0.029720048,4,0.21,0.59,0.43,FALSE,TRUE,5,36
0,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,,,,,,4,37
1,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,0.41,0.65,0.63,,,4,37
2,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,3,0.41,0.65,0.63,FALSE,FALSE,4,37
3,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,,,,,,5,37
4,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.48,0.82,0.82,,,5,37
5,101,Sett,0.025955061,62,Lee Sin,0.101489841,5,Anivia,0.00431778,46,Jhin,0.03707166,100,Senna,0.068278741,4,0.48,0.82,0.82,FALSE,TRUE,5,37
6,77,Nasus,0.009091252,93,Rek'Sai,0.018763837,40,Irelia,0.006320927,73,Miss Fortune,0.060379907,75,Morgana,0.027595894,4,,,,,,5,37
7,77,Nasus,0.009091252,93,Rek'Sai,0.018763837,40,Irelia,0.006320927,73,Miss Fortune,0.060379907,75,Morgana,0.027595894,4,0.52,0.73,0.74,,,5,37
8,77,Nasus,0.009091252,93,Rek'Sai,0.018763837,40,Irelia,0.006320927,73,Miss Fortune,0.060379907,75,Morgana,0.027595894,4,0.52,0.73,0.74,FALSE,TRUE,5,37
9,20,Darius,0.027266392,43,Jarvan IV,0.034591321,144,Zed,0.020949202,49,Kalista,0.009366044,63,Leona,0.037140964,4,,,,,,5,37
10,20,Darius,0.027266392,43,Jarvan IV,0.034591321,144,Zed,0.020949202,49,Kalista,0.009366044,63,Leona,0.037140964,4,0.65,0.82,0.79,,,5,37
11,20,Darius,0.027266392,43,Jarvan IV,0.034591321,144,Zed,0.020949202,49,Kalista,0.009366044,63,Leona,0.037140964,4,0.65,0.82,0.13,TRUE,TRUE,5,37
12,101,Sett,0.025955061,139,Xin Zhao,0.007050031,79,Neeko,0.004954702,47,Jinx,0.023751141,87,Poppy,0.001365654,4,,,,,,4,37
13,101,Sett,0.025955061,139,Xin Zhao,0.007050031,79,Neeko,0.004954702,47,Jinx,0.023751141,87,Poppy,0.001365654,3,0.26,0.72,0.65,,,4,37
14,101,Sett,0.025955061,139,Xin Zhao,0.007050031,79,Neeko,0.004954702,47,Jinx,0.023751141,87,Poppy,0.001365654,3,0.26,0.72,0.65,FALSE,TRUE,4,37
15,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,,,,,,4,37
16,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,0.79,0.68,0.73,,,4,37
17,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,4,0.79,0.68,0.73,TRUE,FALSE,4,37
18,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,,,,,,5,37
19,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.76,0.93,0.88,,,5,37
20,20,Darius,0.027266392,121,Trundle,0.01075976,138,Xerath,0.005103712,27,Ezreal,0.087241988,66,Lulu,0.029720048,4,0.76,0.93,0.88,TRUE,TRUE,5,37
21,74,Mordekaiser,0.0227255,125,Udyr,0.004221115,2,Akali,0.004561016,27,Ezreal,0.087241988,76,Nami,0.037765663,4,,,,,,4,37
22,74,Mordekaiser,0.0227255,125,Udyr,0.004221115,2,Akali,0.004561016,27,Ezreal,0.087241988,76,Nami,0.037765663,4,0.62,0.81,0.75,,,4,37
23,74,Mordekaiser,0.0227255,125,Udyr,0.004221115,2,Akali,0.004561016,27,Ezreal,0.087241988,76,Nami,0.037765663,4,0.62,0.81,0.75,FALSE,TRUE,4,37
24,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,4,37
25,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.51,0.88,0.72,,,4,37
26,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.51,0.88,0.72,FALSE,TRUE,4,37
27,39,Illaoi,0.005454212,25,Elise,0.034180743,112,Sylas,0.018578414,128,Vayne,0.038461798,119,Thresh,0.078762366,4,,,,,,4,37
28,39,Illaoi,0.005454212,25,Elise,0.034180743,112,Sylas,0.018578414,128,Vayne,0.038461798,119,Thresh,0.078762366,4,0.6,0.67,0.62,,,4,37
29,39,Illaoi,0.005454212,25,Elise,0.034180743,112,Sylas,0.018578414,128,Vayne,0.038461798,119,Thresh,0.078762366,4,0.6,0.67,0.62,FALSE,TRUE,4,37
30,70,Maokai,0.008329253,135,Warwick,0.017167223,133,Vladimir,0.012878283,7,Aphelios,0.029853671,119,Thresh,0.078762366,4,,,,,,5,37
31,70,Maokai,0.008329253,135,Warwick,0.017167223,133,Vladimir,0.012878283,7,Aphelios,0.029853671,119,Thresh,0.078762366,4,0.58,0.92,0.85,,,5,37
32,70,Maokai,0.008329253,135,Warwick,0.017167223,133,Vladimir,0.012878283,7,Aphelios,0.029853671,119,Thresh,0.078762366,4,0.67,0.92,0.79,FALSE,TRUE,5,37
33,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,,,,,,5,37
34,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.76,0.86,0.8,,,5,37
35,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,4,0.76,0.86,0.8,TRUE,TRUE,5,37
36,94,Renekton,0.01481854,104,Shyvana,0.012588344,146,Zilean,0.001325782,107,Sivir,0.007952506,130,Vel'Koz,0.007366476,4,,,,,,5,37
37,94,Renekton,0.01481854,104,Shyvana,0.012588344,146,Zilean,0.001325782,107,Sivir,0.007952506,130,Vel'Koz,0.007366476,4,0.71,0.73,0.73,,,5,37
38,94,Renekton,0.01481854,104,Shyvana,0.012588344,146,Zilean,0.001325782,107,Sivir,0.007952506,130,Vel'Koz,0.007366476,4,0.71,0.73,0.73,FALSE,TRUE,5,37
39,87,Poppy,0.00431778,35,Gragas,0.013754588,53,Katarina,0.019135599,15,Caitlyn,0.057982788,50,Karma,0.013930991,4,,,,,,4,37
40,87,Poppy,0.00431778,35,Gragas,0.013754588,53,Katarina,0.019135599,15,Caitlyn,0.057982788,50,Karma,0.013930991,4,0.43,0.86,0.67,,,4,37
41,87,Poppy,0.00431778,35,Gragas,0.013754588,53,Katarina,0.019135599,15,Caitlyn,0.057982788,50,Karma,0.013930991,4,0.43,0.86,0.67,FALSE,TRUE,4,37
42,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,,,,,,5,37
43,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.62,0.86,0.76,,,5,37
44,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,4,0.62,0.91,0.76,FALSE,TRUE,5,37
45,34,Gnar,0.005656213,87,Poppy,0.00341491,130,Vel'Koz,0.005605598,46,Jhin,0.03707166,100,Senna,0.068278741,3,,,,,,5,37
46,34,Gnar,0.005656213,87,Poppy,0.00341491,130,Vel'Koz,0.005605598,46,Jhin,0.03707166,100,Senna,0.068278741,3,0.45,0.8,0.63,,,5,37
47,34,Gnar,0.005656213,87,Poppy,0.00341491,130,Vel'Koz,0.005605598,46,Jhin,0.03707166,100,Senna,0.068278741,3,0.45,0.8,0.69,FALSE,TRUE,5,37
48,96,Riven,0.008491598,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,4,,,,,,5,37
49,96,Riven,0.008491598,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,4,0.54,0.88,0.67,,,5,37
50,96,Riven,0.008491598,62,Lee Sin,0.101489841,140,Yasuo,0.027926053,15,Caitlyn,0.057982788,78,Nautilus,0.040703463,4,0.54,0.88,0.67,FALSE,TRUE,5,37
51,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,,,,,,5,37
52,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.35,0.73,0.61,,,5,37
53,68,Malphite,0.010422354,36,Graves,0.019446324,84,Orianna,0.01008676,124,Twitch,0.004954702,11,Bard,0.019011544,4,0.35,0.73,0.61,FALSE,TRUE,5,37
54,121,Trundle,0.001650021,57,Kha'Zix,0.024266763,1,Ahri,0.014699675,73,Miss Fortune,0.060379907,91,Rakan,0.013930991,4,,,,,,5,37
55,121,Trundle,0.001650021,57,Kha'Zix,0.024266763,1,Ahri,0.014699675,73,Miss Fortune,0.060379907,91,Rakan,0.013930991,4,0.67,0.4,0.46,,,5,37
56,121,Trundle,0.001650021,57,Kha'Zix,0.024266763,1,Ahri,0.014699675,73,Miss Fortune,0.060379907,91,Rakan,0.013930991,4,0.67,0.4,0.46,TRUE,FALSE,5,37
57,44,Jax,0.01535539,25,Elise,0.034180743,52,Kassadin,0.014997136,46,Jhin,0.03707166,50,Karma,0.013930991,4,,,,,,5,37
58,44,Jax,0.01535539,25,Elise,0.034180743,52,Kassadin,0.014997136,46,Jhin,0.03707166,50,Karma,0.013930991,4,0.53,0.85,0.68,,,5,37
59,44,Jax,0.01535539,25,Elise,0.034180743,52,Kassadin,0.014997136,46,Jhin,0.03707166,50,Karma,0.013930991,4,0.53,0.85,0.68,FALSE,TRUE,5,37
0,34,Gnar,0.005656213,36,Graves,0.019446324,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,2,,,,,,5,38
1,34,Gnar,0.005656213,36,Graves,0.019446324,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,2,0.31,0.77,0.67,,,5,38
2,34,Gnar,0.005656213,36,Graves,0.019446324,53,Katarina,0.019135599,73,Miss Fortune,0.060379907,88,Pyke,0.033362055,2,0.31,0.77,0.67,FALSE,TRUE,5,38
3,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,,,,,,5,38
4,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.07,0.95,0.48,,,5,38
5,70,Maokai,0.008329253,92,Rammus,0.009146101,89,Qiyana,0.008491598,128,Vayne,0.038461798,63,Leona,0.037140964,3,0.07,0.95,0.48,FALSE,TRUE,5,38
6,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,,,,,,5,38
7,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.76,0.32,0.66,,,5,38
8,85,Ornn,0.019384113,25,Elise,0.034180743,81,Nocturne,0.001942832,65,Lucian,0.040703463,11,Bard,0.019011544,3,0.76,0.32,0.66,TRUE,FALSE,5,38
